STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,11.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,10.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,10.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,10,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,11.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,9.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,10.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,SVN,Slovenia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,10,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,10.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,9.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,10,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,9.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,9.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,9.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,9.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,10.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DNK,Denmark,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,9.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,11.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,11.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,11,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,DEU,Germany,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,10.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,8.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,8.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,8.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,8.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,8.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,8.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,8.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,8.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FIN,Finland,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,7.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,10.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,10.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,11.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,10.9,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,11,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,11.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,12.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,12.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LVA,Latvia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,11.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,12,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,11.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,11.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,11.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,11.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,11.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,10.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,10.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,FRA,France,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,10.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,8.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,9.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,8.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,8.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,8.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,8.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,7.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2021,,7.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,KOR,Korea,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2022,,8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,11.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,11.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,11.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,11.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,11.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,11,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,9.8,,B,Time series break,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,10.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,10.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,10.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,10.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,AUS,Australia,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,10.1,,A,Normal value,0,Units,,
